CollisionID,CollisionKey,Borough,RoadType,VehicleSequenceNumber,VehicleTypeCode,VehicleTypeDescription,ContributingFactorCode,ContributingFactorDescription,OccurrencePrecinctCode,Collision_ at_Location,Address,CollisionVehicleCount,CollisionInjuredCount,CollisionKilledCount,Vehicles_or_MotoristsInvolved,PersonsInjured,PersonsKilled,MotoristsInjured,MotoristsKilled,PassengInjured,PassengKilled,CyclistsInjured,CyclistsKilled,PedestrInjured,PedestrKilled,Injury_or_Fatal,Bicycle
2024062001061,294454494,brooklyn,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  ,062,1.0,BAY PKWY&&CROPSEY AVE,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024062001063,294454495,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , ,062,1.0,20 AVE&&71 ST,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024062001063,294454495,brooklyn,I,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           ,062,1.0,20 AVE&&71 ST,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024062001070,294454496,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , ,062,1.0,24 AVE&&SHORE PKWY,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024077000834,294454498,brooklyn,I,1.0,SEDN,Passenger vehicle, , ,077,1.0,PROSPECT PL&&ROCHESTER AVE,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024083001107,294454499,brooklyn,I,1.0,MCY,Motorcycle,04,Driver inattention/distraction                                                  ,083,1.0,BROADWAY&&FURMAN AVE,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2024083001107,294454499,brooklyn,I,2.0,BIKE,Bicycle,14,Pedest/bike/other pedest error                                                  ,083,1.0,BROADWAY&&FURMAN AVE,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2024083001110,294454500,brooklyn,I,1.0,SEDN,Passenger vehicle,03,Backing unsafely                                                                ,083,1.0,DEKALB AVE&&WILSON AVE,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024083001110,294454500,brooklyn,I,2.0,PICK,Pick-up truck,29,Passing too closely                                                             ,083,1.0,DEKALB AVE&&WILSON AVE,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024083001111,294454501,brooklyn,I,1.0,SEDN,Passenger vehicle, , ,083,1.0,CYPRESS AVE&&TROUTMAN ST,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
