,CollisionID,CollisionKey,Borough,RoadType,VehicleSequenceNumber,VehicleTypeCode,VehicleTypeDescription,ContributingFactorCode,ContributingFactorDescription
4403,2024109002070,295779576,queens,I,1.0,SEDN,Passenger vehicle,29,Passing too closely                                                             
4404,2024109002070,295779576,queens,I,2.0,PICK,Pick-up truck, , 
4405,2024109002070,295779576,queens,I,3.0,PICK,Pick-up truck, , 
4406,2024109002072,295779577,queens,I,1.0,SEDN,Passenger vehicle, , 
4407,2024109002072,295779577,queens,I,2.0,,,29,Passing too closely                                                             
4408,2024109002073,295779578,queens,I,1.0,SEDN,Passenger vehicle, , 
4409,2024109002073,295779578,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4410,2024109002074,295779579,queens,I,1.0,SUBN,Sport utility / station wagon,29,Passing too closely                                                             
4411,2024112000903,295779582,queens,I,1.0,SEDN,Passenger vehicle, , 
4412,2024112000903,295779582,queens,I,2.0,,,04,Driver inattention/distraction                                                  
4413,2024104001431,295782275,queens,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
4414,2024109002060,295782276,queens,I,1.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
4415,2024109002060,295782276,queens,I,2.0,SEDN,Passenger vehicle, , 
4416,2024109002060,295782276,queens,I,3.0,SEDN,Passenger vehicle, , 
4417,2024114001827,295784702,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4418,2024114001827,295784702,queens,I,2.0,LCOM,Large com veh(6 or more tires), , 
4419,2024114001829,295784703,queens,I,1.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
4420,2024114001834,295784704,queens,I,1.0,PICK,Pick-up truck, , 
4421,2024114001834,295784704,queens,I,2.0,SEDN,Passenger vehicle, , 
4422,2024115001555,295784705,queens,I,1.0,SEDN,Passenger vehicle, , 
4423,2024115001555,295784705,queens,I,2.0,BIKE,Bicycle, , 
4424,2024104001405,295786535,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4425,2024104001433,295786536,queens,I,1.0,SEDN,Passenger vehicle, , 
4426,2024115001542,295786537,queens,I,1.0,SEDN,Passenger vehicle, , 
4427,2024115001552,295786538,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4428,2024115001552,295786538,queens,I,2.0,SEDN,Passenger vehicle,15,Physical disability                                                             
4429,2024115001556,295786540,queens,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4430,2024115001556,295786540,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4431,2024101000540,295790886,queens,I,1.0,SEDN,Passenger vehicle, , 
4432,2024101000540,295790886,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4433,2024106001330,295790888,queens,I,1.0,SEDN,Passenger vehicle,26,Other uninvolved vehicle                                                        
4434,2024106001330,295790888,queens,I,2.0,PICK,Pick-up truck,29,Passing too closely                                                             
4435,2024108001446,295793893,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4436,2024108001446,295793893,queens,I,2.0,BIKE,Bicycle,19,Unsafe speed                                                                    
4437,2024108001447,295793894,queens,I,1.0,,,04,Driver inattention/distraction                                                  
4438,2024108001462,295793895,queens,I,1.0,SEDN,Passenger vehicle, , 
4439,2024108001462,295793895,queens,I,2.0,SUBN,Sport utility / station wagon,03,Backing unsafely                                                                
4440,2024108001468,295793897,queens,I,1.0,SUBN,Sport utility / station wagon,11,Lost consciousness                                                              
4441,2024108001468,295793897,queens,I,2.0,SUBN,Sport utility / station wagon, , 
4442,2024108001477,295793898,queens,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
4443,2024105002098,295799758,queens,I,1.0,SEDN,Passenger vehicle, , 
4444,2024105002098,295799758,queens,I,2.0,SEDN,Passenger vehicle, , 
4445,2024113001232,295803406,queens,I,1.0,,,04,Driver inattention/distraction                                                  
4446,2024113001301,295803409,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4447,2024113001301,295803409,queens,I,2.0,,,04,Driver inattention/distraction                                                  
4448,2024113001302,295803410,queens,I,1.0,SEDN,Passenger vehicle, , 
4449,2024113001240,295805369,queens,I,1.0,PICK,Pick-up truck,05,Driver inexperience                                                             
4450,2024105002120,295811475,queens,I,1.0,SEDN,Passenger vehicle, , 
4451,2024105002120,295811475,queens,I,2.0,BIKE,Bicycle,04,Driver inattention/distraction                                                  
4452,2024105002109,295825839,queens,I,1.0,SEDN,Passenger vehicle,18,Turning improperly                                                              
4453,2024105002113,295825840,queens,I,1.0,SEDN,Passenger vehicle,17,Traffic control disregarded                                                     
4454,2024105002113,295825840,queens,I,2.0,SEDN,Passenger vehicle, , 
4455,2024105002113,295825840,queens,I,3.0,SEDN,Passenger vehicle, , 
4456,2024105002131,295825841,queens,I,1.0,SEDN,Passenger vehicle, , 
4457,2024105002131,295825841,queens,I,2.0,SEDN,Passenger vehicle, , 
4458,2024115001567,295832908,queens,I,1.0,SEDN,Passenger vehicle, , 
4459,2024107001565,295847401,queens,I,1.0,SEDN,Passenger vehicle, , 
4460,2024107001565,295847401,queens,I,2.0,SEDN,Passenger vehicle,12,Passenger distraction                                                           
4461,2024111001348,295851463,queens,I,1.0,SEDN,Passenger vehicle, , 
4462,2024111001348,295851463,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4463,2024101000535,295852213,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4464,2024101000535,295852213,queens,I,2.0,SUBN,Sport utility / station wagon, , 
4465,2024101000535,295852213,queens,I,3.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
4466,2024109002089,295860285,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4467,2024109002089,295860285,queens,I,2.0,,,09,Following too closely                                                           
4468,2024109002090,295860286,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4469,2024101000538,295864867,queens,I,1.0,SEDN,Passenger vehicle, , 
4470,2024101000538,295864867,queens,I,2.0,PICK,Pick-up truck, , 
4471,2024101000539,295864868,queens,I,1.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
4472,2024114001772,295866258,queens,I,1.0,SEDN,Passenger vehicle, , 
4473,2024114001772,295866258,queens,I,2.0,BIKE,Bicycle, , 
4474,2024114001807,295866260,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4475,2024114001807,295866260,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4476,2024114001824,295866261,queens,I,1.0,SEDN,Passenger vehicle,17,Traffic control disregarded                                                     
4477,2024114001824,295866261,queens,I,2.0,SEDN,Passenger vehicle,17,Traffic control disregarded                                                     
4478,2024114001832,295866262,queens,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4479,2024114001833,295866263,queens,I,1.0,SCOM,Small com veh(4 tires), , 
4480,2024114001833,295866263,queens,I,2.0,SUBN,Sport utility / station wagon, , 
4481,2024114001833,295866263,queens,I,3.0,SUBN,Sport utility / station wagon, , 
4482,2024105002101,295873285,queens,I,1.0,PICK,Pick-up truck, , 
4483,2024105002101,295873285,queens,I,2.0,SUBN,Sport utility / station wagon, , 
4484,2024105002101,295873285,queens,I,3.0,SUBN,Sport utility / station wagon, , 
4485,2024105002101,295873285,queens,I,4.0,SUBN,Sport utility / station wagon, , 
4486,2024105002101,295873285,queens,I,5.0,SUBN,Sport utility / station wagon, , 
4487,2024105002101,295873285,queens,I,6.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
4488,2024104001427,295884403,queens,I,1.0,SEDN,Passenger vehicle, , 
4489,2024104001427,295884403,queens,I,2.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
4490,2024103001275,295886090,queens,I,1.0,SEDN,Passenger vehicle,13,Passing or lane usage improper                                                  
4491,2024103001306,295886095,queens,I,1.0,SEDN,Passenger vehicle, , 
4492,2024103001306,295886095,queens,I,2.0,,,07,Failure to yield right-of-way                                                   
4493,2024114001806,295891963,queens,I,2.0,SUBN,Sport utility / station wagon, , 
4494,2024106001332,295892388,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4495,2024106001332,295892388,queens,I,2.0,PICK,Pick-up truck,04,Driver inattention/distraction                                                  
4496,2024108001479,295894370,queens,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4497,2024108001479,295894370,queens,I,2.0,LCOM,Large com veh(6 or more tires), , 
4498,2024108001485,295894371,queens,I,1.0,SEDN,Passenger vehicle, , 
4499,2024108001485,295894371,queens,I,2.0,MCY,Motorcycle,04,Driver inattention/distraction                                                  
4500,2024102001223,295910595,queens,I,1.0,,,04,Driver inattention/distraction                                                  
4501,2024102001223,295910595,queens,I,2.0,SEDN,Passenger vehicle, , 
4502,2024102001223,295910595,queens,I,3.0,SUBN,Sport utility / station wagon, , 
4503,2024108001463,295914782,queens,I,1.0,BUS,Bus, , 
4504,2024115001558,295926241,queens,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4505,2024115001558,295926241,queens,I,2.0,BIKE,Bicycle, , 
4506,2024100000354,295947863,queens,I,1.0,SEDN,Passenger vehicle, , 
4507,2024100000354,295947863,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4508,2024111001351,295951860,queens,I,1.0,SUBN,Sport utility / station wagon,29,Passing too closely                                                             
4509,2024111001351,295951860,queens,I,2.0,BIKE,Bicycle,29,Passing too closely                                                             
4510,2024105002093,295975185,queens,I,1.0,BIKE,Bicycle,09,Following too closely                                                           
4511,2024105002093,295975185,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4512,2024105002097,295975186,queens,I,1.0,,,13,Passing or lane usage improper                                                  
4513,2024105002097,295975186,queens,I,2.0,SUBN,Sport utility / station wagon, , 
4514,2024105002097,295975186,queens,I,3.0,SEDN,Passenger vehicle, , 
4515,2024114001831,296005998,queens,I,1.0,SEDN,Passenger vehicle, , 
4516,2024114001831,296005998,queens,I,2.0,SUBN,Sport utility / station wagon, , 
4517,2024114001831,296005998,queens,I,3.0,SUBN,Sport utility / station wagon, , 
4518,2024114001831,296005998,queens,I,4.0,SUBN,Sport utility / station wagon, , 
4519,2024114001831,296005998,queens,I,5.0,,,04,Driver inattention/distraction                                                  
4520,2024100000353,296008104,queens,I,1.0,SEDN,Passenger vehicle, , 
4521,2024104001452,296008106,queens,I,1.0,SUBN,Sport utility / station wagon,29,Passing too closely                                                             
4522,2024104001452,296008106,queens,I,2.0,SUBN,Sport utility / station wagon, , 
4523,2024110001450,296008107,queens,I,1.0,SEDN,Passenger vehicle, , 
4524,2024110001450,296008107,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4525,2024110001475,296008112,queens,I,1.0,SEDN,Passenger vehicle, , 
4526,2024110001432,296009716,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4527,2024110001432,296009716,queens,I,2.0,BIKE,Bicycle, , 
4528,2024110001452,296009718,queens,I,1.0,SEDN,Passenger vehicle, , 
4529,2024110001415,296011753,queens,I,1.0,SEDN,Passenger vehicle, , 
4530,2024110001415,296011753,queens,I,2.0,SEDN,Passenger vehicle, , 
4531,2024109002077,296022046,queens,I,1.0,SEDN,Passenger vehicle,03,Backing unsafely                                                                
4532,2024101000529,296090900,queens,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
4533,2024101000526,296093678,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4534,2024110001430,296095765,queens,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4535,2024113001306,296108054,queens,I,1.0,SEDN,Passenger vehicle, , 
4536,2024113001306,296108054,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4537,2024113001314,296110642,queens,I,1.0,SEDN,Passenger vehicle, , 
4538,2024113001314,296110642,queens,I,2.0,SUBN,Sport utility / station wagon, , 
4539,2024114001850,296143750,queens,I,1.0,SEDN,Passenger vehicle, , 
4540,2024114001850,296143750,queens,I,2.0,SEDN,Passenger vehicle,13,Passing or lane usage improper                                                  
4541,2024105002106,296145214,queens,I,1.0,LCOM,Large com veh(6 or more tires), , 
4542,2024105002106,296145214,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4543,2024105002121,296145215,queens,I,1.0,PICK,Pick-up truck, , 
4544,2024105002121,296145215,queens,I,2.0,,,13,Passing or lane usage improper                                                  
4545,2024103001284,296176677,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4546,2024103001284,296176677,queens,I,2.0,LCOM,Large com veh(6 or more tires),04,Driver inattention/distraction                                                  
4547,2024103001299,296176678,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4548,2024103001299,296176678,queens,I,2.0,SEDN,Passenger vehicle,29,Passing too closely                                                             
4549,2024114001867,296237473,queens,I,1.0,SEDN,Passenger vehicle, , 
4550,2024114001867,296237473,queens,I,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
4551,2024114001784,296238875,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4552,2024114001784,296238875,queens,I,2.0,PICK,Pick-up truck,19,Unsafe speed                                                                    
4553,2024114001816,296267298,queens,I,1.0,SEDN,Passenger vehicle, , 
4554,2024114001835,296267299,queens,I,1.0,SEDN,Passenger vehicle, , 
4555,2024114001835,296267299,queens,I,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
4556,2024105002094,296294472,queens,I,1.0,SEDN,Passenger vehicle, , 
4557,2024105002114,296299952,queens,I,1.0,SEDN,Passenger vehicle, , 
4558,2024105002114,296299952,queens,I,2.0,PICK,Pick-up truck, , 
4559,2024110001448,296317781,queens,I,1.0,SEDN,Passenger vehicle, , 
4560,2024103001278,296339634,queens,I,1.0,SEDN,Passenger vehicle, , 
4561,2024113001304,296339637,queens,I,1.0,SUBN,Sport utility / station wagon, , 
4562,2024113001304,296339637,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4563,2024113001304,296339637,queens,I,3.0,SEDN,Passenger vehicle, , 
4564,2024113001304,296339637,queens,I,4.0,SUBN,Sport utility / station wagon, , 
4565,2024070001009,294125045,brooklyn,I,1.0,PICK,Pick-up truck, , 
4566,2024070001009,294125045,brooklyn,I,2.0,PICK,Pick-up truck, , 
4567,2024083001086,294130881,brooklyn,I,1.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
4568,2024083001086,294130881,brooklyn,I,2.0,SEDN,Passenger vehicle,03,Backing unsafely                                                                
4569,2024069000865,294137303,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4570,2024069000865,294137303,brooklyn,I,2.0,SUBN,Sport utility / station wagon,17,Traffic control disregarded                                                     
4571,2024063000905,294145541,brooklyn,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4572,2024063000905,294145541,brooklyn,I,2.0,MCY,Motorcycle,04,Driver inattention/distraction                                                  
4573,2024073000985,294154912,brooklyn,I,1.0,PICK,Pick-up truck, , 
4574,2024073000986,294154913,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4575,2024073000986,294154913,brooklyn,I,2.0,BIKE,Bicycle, , 
4576,2024077000816,294154914,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4577,2024077000816,294154914,brooklyn,I,2.0,BUS,Bus,04,Driver inattention/distraction                                                  
4578,2024077000817,294154915,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4579,2024077000817,294154915,brooklyn,I,2.0,BIKE,Bicycle,04,Driver inattention/distraction                                                  
4580,2024077000821,294164628,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4581,2024077000821,294164628,brooklyn,I,2.0,SEDN,Passenger vehicle,13,Passing or lane usage improper                                                  
4582,2024083001087,294168403,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4583,2024083001087,294168403,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4584,2024075002369,294184912,brooklyn,I,2.0,,,09,Following too closely                                                           
4585,2024075002372,294184914,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4586,2024075002372,294184914,brooklyn,I,2.0,BUS,Bus, , 
4587,2024061001215,294185220,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4588,2024061001216,294185221,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4589,2024061001216,294185221,brooklyn,I,2.0,BUS,Bus, , 
4590,2024061001220,294185222,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4591,2024061001220,294185222,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4592,2024066001086,294190065,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4593,2024066001086,294190065,brooklyn,I,2.0,MCY,Motorcycle, , 
4594,2024066001087,294190066,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4595,2024066001091,294190069,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4596,2024073000988,294190070,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4597,2024073000988,294190070,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4598,2024073000988,294190070,brooklyn,I,3.0,LCOM,Large com veh(6 or more tires),08,Fell asleep                                                                     
4599,2024076000541,294190071,brooklyn,I,1.0,SCOM,Small com veh(4 tires),18,Turning improperly                                                              
4600,2024076000541,294190071,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4601,2024088000654,294190079,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4602,2024069000867,294192961,brooklyn,I,1.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
4603,2024070001012,294195035,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4604,2024070001012,294195035,brooklyn,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4605,2024070001012,294195035,brooklyn,I,3.0,SUBN,Sport utility / station wagon, , 
4606,2024070001013,294195036,brooklyn,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4607,2024070001013,294195036,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4608,2024070001013,294195036,brooklyn,I,3.0,SEDN,Passenger vehicle, , 
4609,2024070001013,294195036,brooklyn,I,4.0,SEDN,Passenger vehicle, , 
4610,2024070001013,294195036,brooklyn,I,5.0,SEDN,Passenger vehicle, , 
4611,2024072001126,294195045,brooklyn,I,1.0,SUBN,Sport utility / station wagon,18,Turning improperly                                                              
4612,2024072001126,294195045,brooklyn,I,2.0,LCOM,Large com veh(6 or more tires), , 
4613,2024072001127,294195046,brooklyn,I,1.0,SUBN,Sport utility / station wagon,17,Traffic control disregarded                                                     
4614,2024072001127,294195046,brooklyn,I,2.0,SUBN,Sport utility / station wagon,17,Traffic control disregarded                                                     
4615,2024072001129,294195047,brooklyn,I,1.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
4616,2024072001131,294195048,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4617,2024072001131,294195048,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4618,2024078000651,294202476,brooklyn,I,1.0,LCOM,Large com veh(6 or more tires),29,Passing too closely                                                             
4619,2024078000651,294202476,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4620,2024060000841,294208897,brooklyn,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4621,2024060000841,294208897,brooklyn,I,2.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
4622,2024066001095,294208899,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4623,2024075002374,294208901,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4624,2024075002374,294208901,brooklyn,I,2.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
4625,2024090001209,294233355,brooklyn,I,1.0,SCOM,Small com veh(4 tires),04,Driver inattention/distraction                                                  
4626,2024090001209,294233355,brooklyn,I,2.0,BIKE,Bicycle,04,Driver inattention/distraction                                                  
4627,2024068001059,294245644,brooklyn,I,1.0,BUS,Bus, , 
4628,2024068001059,294245644,brooklyn,I,2.0,SEDN,Passenger vehicle,18,Turning improperly                                                              
4629,2024068001061,294245645,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4630,2024068001061,294245645,brooklyn,I,2.0,BIKE,Bicycle,05,Driver inexperience                                                             
4631,2024066001097,294246295,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4632,2024066001097,294246295,brooklyn,I,2.0,BIKE,Bicycle,02,Alcohol involvement                                                             
4633,2024094000786,294248052,brooklyn,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4634,2024061001222,294257961,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4635,2024061001222,294257961,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4636,2024062001055,294257964,brooklyn,I,1.0,BUS,Bus, , 
4637,2024062001055,294257964,brooklyn,I,2.0,MCY,Motorcycle,04,Driver inattention/distraction                                                  
4638,2024090001207,294257970,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4639,2024090001210,294257971,brooklyn,I,1.0,TAXI,Taxi vehicle, , 
4640,2024090001210,294257971,brooklyn,I,2.0,SUBN,Sport utility / station wagon,03,Backing unsafely                                                                
4641,2024069000868,294261286,brooklyn,I,1.0,FIRE,Fire truck, , 
4642,2024069000868,294261286,brooklyn,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4643,2024069000869,294261287,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4644,2024069000869,294261287,brooklyn,I,2.0,BUS,Bus,07,Failure to yield right-of-way                                                   
4645,2024076000542,294261291,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4646,2024076000542,294261291,brooklyn,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4647,2024076000543,294261292,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4648,2024076000543,294261292,brooklyn,I,2.0,SEDN,Passenger vehicle,29,Passing too closely                                                             
4649,2024070001014,294263035,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4650,2024070001014,294263035,brooklyn,I,2.0,,,14,Pedest/bike/other pedest error                                                  
4651,2024077000824,294263038,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4652,2024077000826,294263039,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4653,2024077000826,294263039,brooklyn,I,2.0,PICK,Pick-up truck,02,Alcohol involvement                                                             
4654,2024067001505,294265629,brooklyn,I,1.0,MCY,Motorcycle, , 
4655,2024075002371,294265630,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4656,2024067001498,294271474,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4657,2024070001017,294271477,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4658,2024083001091,294271478,brooklyn,I,1.0,MCY,Motorcycle,04,Driver inattention/distraction                                                  
4659,2024083001092,294271479,brooklyn,I,1.0,LCOM,Large com veh(6 or more tires), , 
4660,2024083001092,294271479,brooklyn,I,2.0,TAXI,Taxi vehicle,18,Turning improperly                                                              
4661,2024083001094,294271480,brooklyn,I,1.0,TAXI,Taxi vehicle, , 
4662,2024083001094,294271480,brooklyn,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4663,2024067001497,294274859,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4664,2024067001497,294274859,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4665,2024073000987,294274867,brooklyn,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4666,2024083001089,294274869,brooklyn,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4667,2024079000887,294287643,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4668,2024079000887,294287643,brooklyn,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4669,2024079000889,294287644,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4670,2024079000889,294287644,brooklyn,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4671,2024079000892,294287645,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4672,2024079000892,294287645,brooklyn,I,2.0,,,04,Driver inattention/distraction                                                  
4673,2024073000991,294295973,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4674,2024088000656,294301798,brooklyn,I,1.0,BIKE,Bicycle, , 
4675,2024066001098,294308434,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4676,2024066001098,294308434,brooklyn,I,2.0,,,04,Driver inattention/distraction                                                  
4677,2024079000895,294312222,brooklyn,I,1.0,,,04,Driver inattention/distraction                                                  
4678,2024079000895,294312222,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4679,2024069000870,294315655,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4680,2024084000894,294315656,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4681,2024084000894,294315656,brooklyn,I,2.0,,,04,Driver inattention/distraction                                                  
4682,2024084000895,294315657,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4683,2024084000895,294315657,brooklyn,I,2.0,SEDN,Passenger vehicle,29,Passing too closely                                                             
4684,2024062001059,294315892,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4685,2024062001059,294315892,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4686,2024062001059,294315892,brooklyn,I,3.0,SEDN,Passenger vehicle, , 
4687,2024062001059,294315892,brooklyn,I,4.0,SUBN,Sport utility / station wagon, , 
4688,2024062001059,294315892,brooklyn,I,5.0,SUBN,Sport utility / station wagon, , 
4689,2024068001065,294316975,brooklyn,I,1.0,SUBN,Sport utility / station wagon,02,Alcohol involvement                                                             
4690,2024068001065,294316975,brooklyn,I,2.0,SCOM,Small com veh(4 tires),07,Failure to yield right-of-way                                                   
4691,2024075002377,294327042,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4692,2024075002377,294327042,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4693,2024075002378,294327043,brooklyn,I,1.0,PICK,Pick-up truck, , 
4694,2024075002378,294327043,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4695,2024075002381,294327045,brooklyn,I,1.0,MCY,Motorcycle, , 
4696,2024075002381,294327045,brooklyn,I,2.0,PICK,Pick-up truck, , 
4697,2024075002382,294327046,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4698,2024075002385,294327049,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4699,2024075002385,294327049,brooklyn,I,2.0,BIKE,Bicycle,09,Following too closely                                                           
4700,2024075002386,294327050,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4701,2024075002386,294327050,brooklyn,I,2.0,SEDN,Passenger vehicle,17,Traffic control disregarded                                                     
4702,2024072001135,294327576,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4703,2024072001135,294327576,brooklyn,I,2.0,SUBN,Sport utility / station wagon,03,Backing unsafely                                                                
4704,2024060000843,294331441,brooklyn,I,1.0,SUBN,Sport utility / station wagon,03,Backing unsafely                                                                
4705,2024060000843,294331441,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4706,2024072001136,294344873,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4707,2024072001137,294344874,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4708,2024072001137,294344874,brooklyn,I,2.0,SCOM,Small com veh(4 tires), , 
4709,2024077000820,294350179,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4710,2024077000820,294350179,brooklyn,I,2.0,BUS,Bus, , 
4711,2024077000825,294350180,brooklyn,I,1.0,PICK,Pick-up truck, , 
